date,open,high,low,close,adj _close,volume
3/19/2019,100.599998,101.684998,100.599998,101.540001,101.540001,6965100
3/20/2019,101.449997,103.050003,100.839996,102.309998,102.309998,6462900
3/21/2019,102.150002,104.559998,102.084999,104.150002,104.150002,7216700
3/22/2019,103.870003,104,101.25,101.269997,101.269997,7195000
3/25/2019,100.940002,102.18,100.510002,101.550003,101.550003,5117700
3/26/2019,102.339996,103.285004,101.75,103.150002,103.150002,4498000
3/27/2019,103.199997,104.169998,101.739998,103.07,103.07,5450200
3/28/2019,103.449997,104.010002,102.669998,103.860001,103.860001,4459900
3/29/2019,104.519997,104.699997,103.459999,103.839996,103.839996,5625500
4/1/2019,104.989998,105.760002,103.849998,105.550003,105.550003,6157200
4/2/2019,105.760002,105.760002,104.660004,105.230003,105.230003,4177400
4/3/2019,105.910004,105.970001,104.489998,104.690002,104.690002,5441900
4/4/2019,104.699997,104.970001,102.650002,104.459999,104.459999,7996800
4/5/2019,104.839996,105.800003,104.620003,105.730003,105.730003,8573800
4/8/2019,105.660004,107,104.669998,106.57,106.57,9261800
4/9/2019,106.059998,107.510002,105.830002,106.93,106.93,7217100
4/10/2019,107.150002,107.769997,106.389999,107.510002,107.510002,6561800
4/11/2019,107.510002,107.739998,105.910004,106.459999,106.459999,7681000
4/12/2019,107.029999,108.540001,106.410004,108.480003,108.480003,6997700
4/15/2019,108.580002,109,107.309998,108.139999,108.139999,4480100
4/16/2019,108.800003,108.800003,107.580002,108.199997,108.199997,3766100
4/17/2019,107.805,108.860001,107.25,108.809998,108.809998,5353700
4/18/2019,108.360001,108.449997,105.080002,107.360001,107.360001,10220700
4/22/2019,106.790001,107.18,106.019997,106.809998,106.809998,6408500
4/23/2019,107.099998,107.510002,106.440002,106.900002,106.900002,8564200
4/24/2019,107.110001,108.389999,106.419998,107.220001,107.220001,9553100
4/25/2019,108.519997,110.919998,108.519997,110.220001,110.220001,10959400
4/26/2019,109.720001,110.57,107.879997,110.559998,110.559998,7683200
4/29/2019,110.699997,113,110.440002,112.440002,112.440002,6989300
4/30/2019,112.440002,113.220001,111.199997,112.769997,112.769997,6489400
5/1/2019,113.209999,113.690002,110.919998,110.940002,110.940002,5442200
5/2/2019,110.599998,111.160004,108.910004,109.699997,109.699997,5272400
5/3/2019,110.57,112.120003,110.25,111.959999,111.959999,4660500
5/6/2019,109.440002,111.120003,108.580002,110.849998,110.849998,4722600
5/7/2019,110.169998,110.169998,107.639999,108.949997,108.949997,6178700
5/8/2019,108.580002,109.879997,108.150002,109.07,109.07,4118000
5/9/2019,108.099998,110.133003,107.248001,109.730003,109.730003,4657300
5/10/2019,109.220001,110.68,107.459999,110.410004,110.410004,3750900
5/13/2019,107.599998,108.629997,106.519997,106.830002,106.830002,5657900
5/14/2019,107.559998,110.400002,107.349998,109.089996,109.089996,4559700
5/15/2019,108.589996,111.93,108.309998,111.5,111.5,5315300
5/16/2019,111.199997,114.660004,111.160004,113.870003,113.870003,6031800
5/17/2019,113.07,114.25,112.241997,112.800003,112.800003,4512400
5/20/2019,111.970001,113.309998,111.230003,112.150002,112.150002,3631600
5/21/2019,112.669998,113.120003,111.685997,112.43,112.43,4001400
5/22/2019,112.279999,113.959999,112.209999,112.470001,112.470001,3091700
5/23/2019,111.470001,111.709999,109.059998,109.900002,109.900002,7183600
5/24/2019,110.839996,111.239998,109.459999,109.849998,109.849998,4832500
5/28/2019,110.57,113.139999,110.5,111.790001,111.790001,6568300
5/29/2019,110.75,110.970001,109.309998,110.080002,110.080002,8166200
5/30/2019,110.639999,111.57,110.089996,111.410004,111.410004,3871800
5/31/2019,110.330002,110.800003,108.739998,109.75,109.75,4913500
6/3/2019,111.089996,111.089996,103.959999,105.519997,105.519997,11261200
6/4/2019,106.830002,108.830002,105.779999,108.730003,108.730003,7280400
6/5/2019,110.040001,110.879997,109.459999,110.769997,110.769997,6220200
6/6/2019,111.110001,112.040001,110.269997,111.779999,111.779999,4744000
6/7/2019,112.300003,115.139999,112.080002,114.019997,114.019997,5916400
6/10/2019,115.099998,117.349998,114.849998,115.620003,115.620003,6483600
6/11/2019,116.970001,117.449997,113.294998,114.599998,114.599998,5038900
6/12/2019,114.589996,114.889999,113.470001,114.5,114.5,3914400
6/13/2019,114.82,115.82,114.589996,115.720001,115.720001,4089400
6/14/2019,115.910004,116.730003,115.269997,116.169998,116.169998,4242000
6/17/2019,116.580002,117.334999,116.370003,117.160004,117.160004,4621600
6/18/2019,118.599998,118.646004,115.839996,115.980003,115.980003,6793300
6/19/2019,116,117.339996,115.220001,117.139999,117.139999,5166000
6/20/2019,118.849998,119.949997,117.839996,118.790001,118.790001,5437500
6/21/2019,116.080002,117.279999,115.970001,116.209999,116.209999,10651500
6/24/2019,116.510002,116.773003,115.660004,116.5,116.5,3369800
6/25/2019,116.580002,116.959999,113.389999,114.440002,114.440002,5393700
6/26/2019,115.699997,116.379997,114.114998,114.150002,114.150002,4637300
6/27/2019,114.510002,114.870003,113.080002,113.669998,113.669998,5139300
6/28/2019,114.239998,114.620003,113.330002,114.459999,114.459999,6679800
7/1/2019,116.720001,116.75,114.349998,115.029999,115.029999,5566900
7/2/2019,115.18,116.199997,114.580002,116.169998,116.169998,4153900
7/3/2019,116.879997,117.720001,116.059998,117.68,117.68,3288900
7/5/2019,116.540001,117.400002,114.690002,117.160004,117.160004,3801700
7/8/2019,116.339996,117.224998,115.139999,116.949997,116.949997,4983600
7/9/2019,116.370003,118.620003,116.25,118.370003,118.370003,4739000
7/10/2019,119.110001,120.199997,118.779999,119.639999,119.639999,5879700
7/11/2019,120.169998,120.75,119.239998,120.650002,120.650002,4999700
7/12/2019,120.919998,121,119.309998,120.120003,120.120003,4540300
7/15/2019,120.769997,121.040001,119.800003,120.900002,120.900002,3721000
7/16/2019,121.099998,121.480003,119.529999,119.709999,119.709999,4006600
7/17/2019,119.650002,119.989998,118.800003,118.809998,118.809998,4627500
7/18/2019,118.989998,120.800003,118.629997,119.870003,119.870003,4436900
7/19/2019,120.739998,121.360001,118.599998,118.629997,118.629997,4916200
7/22/2019,118.989998,119.209999,118.120003,118.690002,118.690002,5676600
7/23/2019,119.419998,120.269997,118.695,120.220001,120.220001,5016000
7/24/2019,120,121.330002,118.93,121.300003,121.300003,8969800
7/25/2019,116.75,117.550003,113.230003,115.120003,115.120003,19417200
7/26/2019,115.709999,116.349998,114.339996,115.489998,115.489998,7995500
7/29/2019,113.5,114.279999,111.220001,111.449997,111.449997,13820200
7/30/2019,110.790001,112.290001,108.769997,112.040001,112.040001,8456000
7/31/2019,112.199997,112.300003,109.43,110.400002,110.400002,10096200
8/1/2019,110.449997,112.449997,109.665001,110.800003,110.800003,9436100
8/2/2019,109.470001,109.650002,105.830002,107.089996,107.089996,10466900
8/5/2019,103.760002,105.389999,102.410004,103.599998,103.599998,11745400
8/6/2019,105,106,104.480003,105.029999,105.029999,7740500
8/7/2019,104.059998,107.160004,103.300003,106.629997,106.629997,7622000
8/8/2019,107.349998,108.139999,106.080002,106.790001,106.790001,7815000
8/9/2019,106.400002,106.519997,104.449997,104.82,104.82,7777300
8/12/2019,104.010002,104.379997,102.209999,102.720001,102.720001,7896800
8/13/2019,103.389999,106.699997,102.68,106.040001,106.040001,9788400
8/14/2019,104.169998,105.129997,102.440002,103.269997,103.269997,9538800
8/15/2019,103.900002,105.790001,103.129997,104.949997,104.949997,6975800
8/16/2019,106.080002,106.610001,105.550003,106.160004,106.160004,5840900
8/19/2019,108,108.440002,106.830002,107.669998,107.669998,5718300
8/20/2019,107.910004,108.580002,107.019997,107.370003,107.370003,4358600
8/21/2019,108.540001,110.019997,108.398003,109.82,109.82,5415900
8/22/2019,110.080002,110.290001,107.650002,108.769997,108.769997,3863600
8/23/2019,108.93,110.139999,105.510002,106.040001,106.040001,7456400
8/26/2019,107.110001,107.830002,106.290001,107.660004,107.660004,3666900
8/27/2019,108.389999,108.720001,106.949997,107.449997,107.449997,4937400
8/28/2019,106.709999,107.629997,105.349998,107.470001,107.470001,3256100
8/29/2019,108.959999,109.760002,108.779999,109.209999,109.209999,3930900
8/30/2019,110.129997,110.970001,108.540001,109.050003,109.050003,3957900
9/3/2019,107.919998,108.860001,106.459999,106.75,106.75,4037700
9/4/2019,107.75,109.235001,107.290001,108.730003,108.730003,3691200
9/5/2019,110,111.629997,109.510002,111.459999,111.459999,5348700
9/6/2019,111.660004,111.669998,109.620003,110.050003,110.050003,4675800
9/9/2019,110.620003,110.769997,103.900002,105.43,105.43,10959000
9/10/2019,104.769997,104.949997,101.309998,103.050003,103.050003,13428000
9/11/2019,104.150002,104.480003,103.110001,104.019997,104.019997,7006300
9/12/2019,105.709999,107.915001,105.489998,107.099998,107.099998,11585400
9/13/2019,106.660004,107.290001,105.25,107,107,8390200
9/16/2019,106.129997,108.010002,105.989998,106.519997,106.519997,5215600
9/17/2019,106.809998,107.894997,106.459999,107.5,107.5,4097400
9/18/2019,107.779999,107.800003,103.730003,105.599998,105.599998,6624300
9/19/2019,105.639999,107.019997,105.599998,106.120003,106.120003,5017100
9/20/2019,104.709999,105.459999,103.910004,104.639999,104.639999,10427300
9/23/2019,104.730003,105.32,104.349998,105.110001,105.110001,3312800
9/24/2019,105.410004,106.099998,102.730003,103.690002,103.690002,6367900
9/25/2019,103.339996,104.462997,101.540001,104.139999,104.139999,5457300
9/26/2019,104.43,104.870003,103.220001,104.550003,104.550003,4719800
9/27/2019,104.870003,105.169998,101.099998,102.199997,102.199997,7189400
9/30/2019,102.68,104.07,101.480003,103.589996,103.589996,7390700
10/1/2019,104,104.640999,102.230003,102.529999,102.529999,5694500
10/2/2019,101.809998,101.830002,99.360001,99.730003,99.730003,7879000
10/3/2019,99.540001,101.309998,98.610001,101.029999,101.029999,4846100
10/4/2019,101.839996,102.980003,100.839996,102.790001,102.790001,5458000
10/7/2019,102.110001,102.607002,101.519997,101.620003,101.620003,3711300
10/8/2019,100.849998,101.150002,99.25,99.330002,99.330002,7027600
10/9/2019,99.440002,100.690002,99.385002,99.889999,99.889999,4988600
10/10/2019,99.400002,101,99.400002,100.540001,100.540001,4281600
10/11/2019,101.779999,103.959999,101.470001,101.580002,101.580002,4762900
10/14/2019,101.589996,102.349998,101.366997,101.75,101.75,2953500
10/15/2019,102.010002,103.660004,101.900002,103.589996,103.589996,4579600
10/16/2019,103,103.230003,101.900002,103.089996,103.089996,4327000
10/17/2019,103.889999,104.339996,102.839996,103.629997,103.629997,3996300
10/18/2019,103.919998,104.32,100.75,101.220001,101.220001,7260700
10/21/2019,102.360001,102.730003,100.464996,101.440002,101.440002,6694400
10/22/2019,101.360001,101.949997,97.114998,97.360001,97.360001,11298100
10/23/2019,97.419998,97.599998,94.769997,96.639999,96.639999,16470200
10/24/2019,106.074997,106.980003,103.190002,104.910004,104.910004,23689200
10/25/2019,104.459999,107.489998,104.419998,107.190002,107.190002,12070900
10/28/2019,107.989998,108.459999,106.449997,106.599998,106.599998,7004200
10/29/2019,106.839996,107.019997,104.695,105,105,5420900
10/30/2019,105.290001,106.599998,103.959999,106.5,106.5,4204900
10/31/2019,106.470001,106.5,103.260002,104.099998,104.099998,7200500
11/1/2019,104.699997,105.300003,103.93,104.980003,104.980003,5489800
11/4/2019,105.720001,105.760002,102.605003,102.809998,102.809998,5818400
11/5/2019,103.050003,103.25,100.285004,100.989998,100.989998,9236200
11/6/2019,101.199997,101.339996,100.169998,100.629997,100.629997,7332200
11/7/2019,100.940002,101.720001,100.290001,100.470001,100.470001,9088400
11/8/2019,100.025002,101.709999,99.599998,101.419998,101.419998,5451300
11/11/2019,101.040001,103.040001,100.660004,102.669998,102.669998,5391000
11/12/2019,102.970001,103.089996,100.919998,102.029999,102.029999,6715200
11/13/2019,102,103.599998,101.629997,102.120003,102.120003,5246600
11/14/2019,101.870003,103.849998,101.370003,103.730003,103.730003,4978400
11/15/2019,104.349998,104.480003,103.105003,104.199997,104.199997,5639600
11/18/2019,103.849998,104.199997,102.980003,103.660004,103.660004,4830400
11/19/2019,104.080002,106.169998,104.008003,104.949997,104.949997,7954100
11/20/2019,105.220001,105.379997,103.120003,104.089996,104.089996,5953500
11/21/2019,103,104.470001,102.150002,102.550003,102.550003,7525100
11/22/2019,102.919998,103.230003,100.720001,101.769997,101.769997,6448800
11/25/2019,102.379997,104.57,102.059998,104.449997,104.449997,8336100
11/26/2019,104.800003,106.779999,104.5,106.199997,106.199997,13126400
11/27/2019,106.889999,108.239998,106.800003,107.75,107.75,7553400
11/29/2019,107.970001,108.389999,106.900002,108.010002,108.010002,4439500
12/2/2019,107.959999,108.489998,104.650002,106.209999,106.209999,7182600
12/3/2019,105,106.129997,104.510002,105.589996,105.589996,8947500
12/4/2019,106.290001,106.290001,104.654999,105,105,7848700
12/5/2019,105.449997,105.5,104.110001,104.589996,104.589996,5635800
12/6/2019,104.790001,105.344002,104.160004,104.339996,104.339996,7018000
12/9/2019,104.599998,105.099998,103.599998,103.779999,103.779999,5641300
12/10/2019,103.769997,104.129997,103.260002,103.620003,103.620003,5316500
12/11/2019,103.720001,105.870003,103.589996,105.510002,105.510002,5779700
12/12/2019,105.209999,106.220001,104.129997,105.669998,105.669998,6379500
12/13/2019,105.830002,107.904999,105.519997,107.650002,107.650002,6998800
12/16/2019,108.400002,109.828003,108.349998,109.57,109.57,8465400
12/17/2019,109.57,109.599998,107.669998,108.459999,108.459999,8165900
12/18/2019,108.860001,109.470001,107.760002,107.830002,107.830002,6477900
12/19/2019,107.800003,108.940002,107.459999,108.879997,108.879997,6590000
12/20/2019,109.279999,109.620003,108.129997,108.75,108.75,9823200
12/23/2019,109.050003,109.449997,108.379997,108.610001,108.610001,4659000
12/24/2019,108.639999,109.260002,108.379997,108.690002,108.690002,1680000
12/26/2019,109.129997,109.75,108.57,109.75,109.75,4049900
12/27/2019,110.167,110.18,108.900002,109.400002,109.400002,3379600
12/30/2019,109.519997,109.599998,107.730003,107.970001,107.970001,3769200
12/31/2019,107.540001,108.449997,107.199997,108.169998,108.169998,4080500
1/2/2020,109.470001,111.209999,109.275002,110.75,110.75,7418800
1/3/2020,109.489998,110.419998,108.760002,108.760002,108.760002,7098300
1/6/2020,107.57,110.220001,107.440002,110.169998,110.169998,6764500
1/7/2020,111.5,111.559998,109.529999,109.669998,109.669998,6898700
1/8/2020,110.400002,112.639999,109.82,111.82,111.82,8293600
1/9/2020,112.989998,113.559998,111.589996,112.57,112.57,5944700
1/10/2020,113.639999,113.709999,112.269997,112.93,112.93,6965100
1/13/2020,113.980003,115.879997,113.860001,115.279999,115.279999,9652500
1/14/2020,115.514999,115.589996,114.120003,114.639999,114.639999,7182000
1/15/2020,115.139999,115.949997,114.610001,114.849998,114.849998,5955200
1/16/2020,115.919998,116,114.849998,115.400002,115.400002,4770900
1/17/2020,116.449997,116.699997,115.470001,116.040001,116.040001,9730400
1/21/2020,115.309998,116.389999,115.110001,116.150002,116.150002,8746200
1/22/2020,116.730003,117.449997,115.470001,115.5,115.5,5305300
1/23/2020,117.400002,117.940002,115.800003,117.889999,117.889999,8533900
1/24/2020,118.449997,119.599998,116.510002,116.980003,116.980003,7124000
1/27/2020,113.629997,115.980003,112.309998,115.239998,115.239998,7002300
1/28/2020,115.830002,117.209999,114.714996,116.519997,116.519997,6433000
1/29/2020,117.470001,117.529999,115.160004,116.660004,116.660004,9236800
1/30/2020,112.790001,117.199997,112.419998,117.120003,117.120003,13653300
1/31/2020,116.75,117.32,113.150002,113.889999,113.889999,9467200
2/3/2020,114.300003,117.239998,114.050003,116.510002,116.510002,8234700
2/4/2020,118.040001,120.339996,117.300003,120.080002,120.080002,7396800
2/5/2020,121.199997,122.190002,118.890999,119.720001,119.720001,7595300
2/6/2020,120.089996,120.599998,119.470001,119.889999,119.889999,4020300
2/7/2020,119.599998,119.669998,118.410004,118.879997,118.879997,4166300
2/10/2020,118.559998,120.150002,118.5,120.059998,120.059998,4868000
2/11/2020,120.760002,121,118.400002,118.839996,118.839996,4677400
2/12/2020,118.849998,119.910004,117.870003,118.559998,118.559998,6482300
2/13/2020,118.040001,121.099998,117.800003,120.510002,120.510002,6066300
2/14/2020,120.889999,123,120.800003,122.989998,122.989998,5769900
2/18/2020,122.580002,122.989998,121.68,122.269997,122.269997,5085700
2/19/2020,122.629997,124.449997,122.300003,123.910004,123.910004,4878600
2/20/2020,123.860001,124.309998,120.400002,122.43,122.43,7212900
2/21/2020,121.720001,121.849998,118.529999,119.489998,119.489998,5894500
2/24/2020,114.290001,116.790001,113.519997,116.440002,116.440002,10139300
2/25/2020,115.669998,116.415001,109.330002,109.660004,109.660004,13636100
2/26/2020,109.809998,112.629997,108.599998,109.110001,109.110001,10301800
2/27/2020,106.300003,112.050003,106.300003,107.839996,107.839996,15461900
2/28/2020,104.260002,108.730003,103.720001,107.989998,107.989998,17213100
3/2/2020,107.459999,113.050003,106.529999,112.860001,112.860001,13367000
3/3/2020,112.82,114.559998,108.260002,109.760002,109.760002,11912300
3/4/2020,112.040001,115.389999,110.620003,115.300003,115.300003,8245200
3/5/2020,112.029999,114.900002,111.239998,112.18,112.18,7671500
3/6/2020,107.949997,111.57,107.580002,110.889999,110.889999,8524300
3/9/2020,102.720001,106.989998,99.709999,101.629997,101.629997,12458900
3/10/2020,105.300003,109.739998,103.169998,109.739998,109.739998,11748500
3/11/2020,106.650002,107.75,101.980003,103.900002,103.900002,10756400
3/12/2020,96.559998,104.779999,94.5,96.959999,96.959999,20114400
3/13/2020,100.519997,110.599998,99.779999,110.150002,110.150002,19170600
3/16/2020,94,103.154999,91.230003,92.720001,92.720001,16204900
3/17/2020,94.5,101.080002,90.519997,97.870003,97.870003,17969400
3/18/2020,91.855003,95.099998,86.150002,91.459999,91.459999,16073300
3/19/2020,91.559998,98.059998,87.040001,93.690002,93.690002,12181600
3/20/2020,95.639999,96.230003,86.209999,86.68,86.68,14874400
3/23/2020,86.290001,88.150002,82.07,85.260002,85.260002,12969700
3/24/2020,89.400002,98,89.400002,97.290001,97.290001,13936500
3/25/2020,97.43,100.419998,95.269997,95.709999,95.709999,11814400
3/26/2020,96.309998,100.93,95.635002,100.629997,100.629997,9451200
3/27/2020,97,97.105003,93.059998,93.480003,93.480003,11312000
3/30/2020,95.5,98.260002,94.370003,97.029999,97.029999,8948600
3/31/2020,96.379997,99.431,94.870003,95.739998,95.739998,9881400
4/1/2020,92.720001,94.669998,90.379997,91.379997,91.379997,9628400
4/2/2020,91.099998,94.68,90.919998,93.519997,93.519997,7077200
4/3/2020,92.790001,92.949997,89.879997,92.389999,92.389999,7699500
4/6/2020,97.800003,102.5,96.260002,101.669998,101.669998,11999000
4/7/2020,105.254997,106.230003,99.900002,100.279999,100.279999,10291500
4/8/2020,101.610001,105.504997,100.75,105.059998,105.059998,9385900
4/9/2020,105.629997,108.699997,104.779999,105.839996,105.839996,10894900
4/13/2020,104.849998,106.290001,102.339996,105.980003,105.980003,7716200
4/14/2020,109,110.980003,107.93,109.785004,109.785004,8417900
4/15/2020,107.459999,109.089996,106.419998,107.949997,107.949997,7821000
4/16/2020,109.5,109.525002,106.57,108.309998,108.309998,9575600
4/17/2020,110.300003,112.120003,110.054001,111.849998,111.849998,11069800
4/20/2020,110.900002,114.300003,110.025002,112.169998,112.169998,10730700
4/21/2020,111.120003,112.849998,107.410004,107.540001,107.540001,11736600
4/22/2020,110.290001,116,109.910004,115.190002,115.190002,12874300
4/23/2020,115.940002,118.385002,115,115.239998,115.239998,7563200
4/24/2020,115.470001,120.470001,115.400002,120.18,120.18,10677500
4/27/2020,121.25,122.387001,120.055,120.529999,120.529999,6678200
4/28/2020,121.660004,122,115.903,116.139999,116.139999,9192300
4/29/2020,119.300003,124.029999,118.644997,123.580002,123.580002,9891500
4/30/2020,121.349998,123.449997,120.620003,123,123,7569800
5/1/2020,119.849998,122.699997,119.43,120.610001,120.610001,5613800
5/4/2020,121.260002,124.18,120.309998,123.660004,123.660004,7674400
5/5/2020,124.940002,127.940002,124.849998,125.43,125.43,9241900
5/6/2020,127.050003,129.589996,126.120003,128.309998,128.309998,14031200
5/7/2020,139.919998,147.199997,139.279999,146.289993,146.289993,35487900
5/8/2020,143.25,146.399994,142.110001,144.960007,144.960007,13159500
5/11/2020,142.960007,145.270004,142.179993,143.960007,143.960007,10273400
5/12/2020,144,145.649994,140.910004,141.029999,141.029999,9757600
5/13/2020,140.199997,145.100006,139.610001,143.729996,143.729996,11142600
5/14/2020,142.070007,144.699997,141.429993,144.410004,144.410004,9272900
5/15/2020,142.899994,145.889999,141.630005,145.509995,145.509995,8361200
5/18/2020,148.125,149.179993,145.990005,146.240005,146.240005,8576400
5/19/2020,146.75,149.720001,145.220001,145.389999,145.389999,7779100
5/20/2020,148,151.080002,147.899994,150.940002,150.940002,7811300
5/21/2020,150.580002,150.740005,148.039993,148.220001,148.220001,5612700
5/22/2020,148.259995,151,147.360001,150.860001,150.860001,5724100
5/26/2020,154.119995,154.550003,146.289993,147,147,10267500
5/27/2020,145.479996,146.399994,140.020004,145.960007,145.960007,9554800
5/28/2020,144.729996,151.945007,144.509995,148.789993,148.789993,10026700
5/29/2020,150.5,155.330002,148.929993,155.009995,155.009995,9861900
6/1/2020,154.899994,155.970001,153.050003,154.529999,154.529999,5658300
6/2/2020,156,157.600006,154.610001,157.490005,157.490005,6344400
6/3/2020,157.490005,158.270996,155.119995,156.779999,156.779999,6732800
6/4/2020,156.699997,159.479996,153.634995,154.600006,154.600006,7554500
6/5/2020,152.979996,156.339996,150,156,156,8446100
6/8/2020,154.279999,156.210007,153.110001,156.089996,156.089996,5494400
6/9/2020,155.789993,158.210007,155.595001,156.860001,156.860001,7265600
6/10/2020,157.600006,160.889999,157.600006,159.910004,159.910004,5881800
6/11/2020,158.339996,159.5,152.914993,153.039993,153.039993,9041700
6/12/2020,157.059998,157.210007,151.889999,155.259995,155.259995,7038100
6/15/2020,152.630005,157.919998,152.220001,157.550003,157.550003,5115000
6/16/2020,160.190002,162.830002,158.300003,161.220001,161.220001,6537300
6/17/2020,162.839996,164.960007,161.660004,163.830002,163.830002,5582600
6/18/2020,164.720001,168.830002,164.309998,168.050003,168.050003,8583700
6/19/2020,170.600006,171.119995,164.009995,164.360001,164.360001,11332700
6/22/2020,165.580002,170.899994,165.550003,170.259995,170.259995,7793800
6/23/2020,172,175.399994,170.399994,172.789993,172.789993,7693900
6/24/2020,170.595001,173.479996,164.289993,168,168,8931800
6/25/2020,169,172.779999,168.190002,172.5,172.5,6650700
6/26/2020,173.710007,173.710007,168.600006,170.869995,170.869995,8158700
6/29/2020,171.479996,171.479996,165.559998,168.350006,168.350006,5423700
6/30/2020,170.699997,174.690002,169.410004,174.229996,174.229996,6831900
7/1/2020,174.625,178.235001,172.559998,177.429993,177.429993,6869600
7/2/2020,179.690002,179.800003,176.720001,177.210007,177.210007,5943600
7/6/2020,180.289993,181.240005,174.460007,176.179993,176.179993,8348300
7/7/2020,177.690002,179.949997,176.309998,177.279999,177.279999,5529400
7/8/2020,178.889999,182.639999,178.5,181.570007,181.570007,7233500
7/9/2020,183.399994,183.990005,179.149994,183.229996,183.229996,6340000
7/10/2020,181.630005,182.520004,177.130005,178.399994,178.399994,7583200
7/13/2020,180.419998,180.660004,170.740005,171.509995,171.509995,10234800
7/14/2020,168.75,172.600006,164.330002,172.300003,172.300003,10624500
7/15/2020,172.990005,173.360001,169.009995,172.059998,172.059998,6659700
7/16/2020,169.899994,171.339996,166.5,169.809998,169.809998,6630600
7/17/2020,171.5,174.559998,169.539993,173.919998,173.919998,7354000
7/20/2020,174.649994,179.639999,172.679993,178.820007,178.820007,6025000
7/21/2020,179.25,179.460007,174.320007,175.580002,175.580002,5698400
7/22/2020,176.160004,179.490005,175.729996,178.419998,178.419998,4669000
7/23/2020,178.149994,180.75,171.940002,173.860001,173.860001,6999600
7/24/2020,171.080002,173.600006,169.080002,172.559998,172.559998,6256100
7/27/2020,173.919998,178.460007,172.389999,177.979996,177.979996,6868800
7/28/2020,178.009995,179.580002,176.009995,176.270004,176.270004,6125700
7/29/2020,178.449997,185.440002,178.270004,184.600006,184.600006,15436600
